Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]","2024 [YR2024]","2025 [YR2025]","2026 [YR2026]","2027 [YR2027]","2028 [YR2028]","2029 [YR2029]","2030 [YR2030]","2031 [YR2031]","2032 [YR2032]","2033 [YR2033]","2034 [YR2034]","2035 [YR2035]","2036 [YR2036]","2037 [YR2037]","2038 [YR2038]","2039 [YR2039]","2040 [YR2040]","2041 [YR2041]","2042 [YR2042]","2043 [YR2043]","2044 [YR2044]","2045 [YR2045]","2046 [YR2046]","2047 [YR2047]","2048 [YR2048]","2049 [YR2049]","2050 [YR2050]"
Afghanistan,"AFG","Female population 65-69","SP.POP.6569.FE","56637","57381","58285","59323","60452","61673","62760","63892","65121","66523","68144","69616","71210","72875","74546","76193","77233","78006","78372","78193","77459","75944","73639","70916","68186","65694","65098","65052","65591","66629","67964","70610","74466","79151","84214","89371","91775","93491","95101","97331","100620","104015","108824","114559","120461","126069","130226","133576","137261","142966","151602","161260","173920","187730","199919","208965","214203","217000","218000","221000","226000","232000","239000","248000","258000","269000","277000","287000","297000","309000","322000","333000","347000","361000","377000","394000","409000","426000","444000","465000","488000","510000","534000","561000","590000","621000","649000","680000","713000","746000","778000"
Afghanistan,"AFG","Female population 70-74","SP.POP.7074.FE","34659","35350","36019","36695","37367","38033","38910","39710","40503","41359","42301","43431","44533","45624","46685","47695","48622","49251","49502","49285","48579","47876","46342","44202","41774","39299","39216","39377","39900","40909","42428","45340","49222","53600","57850","61667","63611","64744","65590","66726","68479","69891","71943","74578","77667","81124","84481","87967","91592","95347","99330","102228","105218","109054","114711","122571","131516","142000","153000","162000","170000","173000","175000","177000","180000","186000","191000","197000","205000","213000","222000","229000","237000","245000","256000","267000","277000","288000","300000","314000","329000","342000","356000","371000","389000","410000","428000","449000","471000","496000","524000"
Afghanistan,"AFG","Female population 75-79","SP.POP.7579.FE","16993","17742","18342","18775","19029","19141","19957","20588","21049","21375","21622","22571","23364","23981","24423","24719","25509","25989","26127","25855","25163","25108","24423","23272","21736","19789","20014","20081","20175","20450","20941","22975","25409","28066","30774","33469","35494","37168","38571","39823","41062","42242","43418","44600","45774","46983","48730","50299","51901","53785","56109","58499","61239","64179","67055","69810","72631","75000","77000","81000","87000","94000","102000","110000","117000","122000","125000","127000","128000","131000","135000","139000","144000","150000","155000","162000","168000","174000","181000","188000","197000","205000","213000","223000","233000","244000","254000","265000","277000","290000","306000"
Afghanistan,"AFG","Female population 80+","SP.POP.80UP.FE","7488","8355","9031","9433","9475","9069","10040","10774","11188","11221","10792","11894","12746","13237","13280","12801","14025","14783","14894","14229","12710","13664","13906","13257","11627","8890","9595","10166","10482","10446","9933","11288","12880","14629","16424","18173","20319","21899","22963","23684","24124","26427","28518","30150","31062","31128","33623","35465","36629","37183","37196","39864","42101","43782","44804","45098","48881","52000","54000","56000","56000","61000","64000","67000","69000","72000","79000","87000","93000","97000","98000","106000","111000","115000","117000","117000","125000","132000","137000","140000","141000","151000","159000","165000","169000","172000","184000","195000","204000","210000","214000"
Afghanistan,"AFG","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.45","7.449","7.449","7.449","7.449","7.449","7.45","7.452","7.455","7.458","7.46","7.461","7.461","7.461","7.466","7.479","7.502","7.535","7.572","7.606","7.63","7.636","7.617","7.571","7.496","7.395","7.273","7.137","6.987","6.822","6.639","6.437","6.218","5.985","5.746","5.506","5.272","5.05","4.843","4.653","","","","","3.855","","","","","3.242","","","","","2.823","","","","","2.535","","","","","2.32","","","","","2.155","","","","","2.025"
Afghanistan,"AFG","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN","33.105","33.557","34.001","34.44","34.875","35.307","35.738","36.17","36.603","37.042","37.487","37.94","38.402","38.875","39.363","39.866","40.386","40.923","41.482","42.066","42.685","43.349","44.061","44.819","45.619","46.458","47.332","48.227","49.126","50.013","50.867","51.671","52.416","53.098","53.713","54.257","54.734","55.159","55.548","55.911","56.265","56.62","56.983","57.357","57.747","58.151","58.564","58.975","59.379","59.772","60.154","60.527","60.893","61.256","61.615","61.97","","","","","63.637","","","","","65.088","","","","","66.365","","","","","67.478","","","","","68.479","","","","","69.44","","","","","70.287"
Afghanistan,"AFG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","31.589","32.035","32.476","32.913","33.348","33.781","34.214","34.646","35.079","35.516","35.956","36.403","36.856","37.32","37.797","38.291","38.804","39.336","39.892","40.474","41.089","41.744","42.44","43.173","43.94","44.738","45.565","46.41","47.259","48.096","48.903","49.66","50.36","50.997","51.568","52.075","52.524","52.931","53.312","53.678","54.041","54.409","54.785","55.167","55.559","55.957","56.355","56.747","57.126","57.491","57.844","58.186","58.524","58.859","59.193","59.524","","","","","61.071","","","","","62.406","","","","","63.59","","","","","64.561","","","","","65.443","","","","","66.296","","","","","67.025"
Afghanistan,"AFG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","32.328512195122","32.7774390243902","33.2199024390244","33.6578780487805","34.0928780487805","34.5253902439024","34.9574146341463","35.3894146341463","35.8224146341463","36.2603902439024","36.7028292682927","37.152756097561","37.6101463414634","38.0785365853659","38.5609024390244","39.0592926829268","39.5757073170732","40.1101463414634","40.6676097560976","41.2505853658537","41.8675365853659","42.5269268292683","43.2307317073171","43.9759268292683","44.7590243902439","45.5770243902439","46.4269512195122","47.2963414634146","48.1697317073171","49.0311219512195","49.8610487804878","50.6409756097561","51.3629268292683","52.0218780487805","52.6143414634146","53.1393902439024","53.6020487804878","54.0178292682927","54.4027317073171","54.7672682926829","55.1258780487805","55.4875365853659","55.8571951219512","56.2352926829268","56.6263170731707","57.027243902439","57.4325609756098","57.8338292682927","58.2250243902439","58.6036829268293","58.9708292682927","59.3279512195122","59.6796097560976","60.0282682926829","60.3744634146342","60.7171707317073","","","","","62.3227073170732","","","","","63.7142926829268","","","","","64.9436585365854","","","","","65.9839268292683","","","","","66.9239756097561","","","","","67.8296585365854","","","","","68.6162195121951"
Afghanistan,"AFG","Male population 00-04","SP.POP.0004.MA","779842","807051","829317","849225","869708","893825","923108","948527","972601","998383","1029046","1066089","1099476","1130122","1158285","1183827","1218451","1249048","1271757","1279617","1267259","1262957","1241287","1208919","1179027","1166561","1147532","1127207","1119635","1143280","1216601","1291200","1391670","1510419","1624695","1710188","1795795","1864572","1919590","1976484","2052372","2141291","2233274","2324205","2403717","2462735","2527885","2571298","2598792","2619377","2641415","2649655","2649387","2643516","2636885","2632924","2626860","2638000","2660000","2682000","2697000","2730000","2740000","2732000","2722000","2719000","2718000","2722000","2731000","2740000","2746000","2757000","2763000","2763000","2760000","2757000","2757000","2751000","2740000","2726000","2713000","2699000","2685000","2669000","2652000","2634000","2619000","2600000","2579000","2558000","2537000"
Afghanistan,"AFG","Male population 05-09","SP.POP.0509.MA","600837","618974","638665","658363","676645","692125","715808","739554","762197","783288","802430","831362","861081","889328","914100","933786","958710","981730","999219","1007566","1004815","997644","984361","967523","950447","934861","927955","927487","935887","956418","989674","1051420","1132659","1221889","1306052","1377917","1439228","1485051","1523626","1566719","1621904","1687907","1771803","1866273","1958627","2037454","2124850","2198715","2261686","2320676","2380780","2432703","2487328","2538964","2579539","2603451","2631769","2639000","2628000","2610000","2596000","2596000","2608000","2631000","2657000","2675000","2690000","2701000","2705000","2705000","2704000","2709000","2716000","2724000","2731000","2735000","2741000","2747000","2751000","2753000","2751000","2750000","2746000","2737000","2725000","2711000","2699000","2686000","2672000","2655000","2636000"
Afghanistan,"AFG","Male population 10-14","SP.POP.1014.MA","524110","530328","539498","551587","565827","580811","593965","609825","628582","649534","670946","690140","711455","734491","757996","779960","796082","811879","825842","835356","838076","825671","808674","790612","775276","764686","756407","756049","766203","789033","823898","875216","942385","1016531","1087054","1147500","1192720","1227024","1258149","1295049","1342138","1394796","1454907","1517721","1578657","1636389","1699838","1767436","1840777","1921111","2007880","2088506","2170653","2250637","2323018","2383706","2443889","2495000","2539000","2575000","2600000","2608000","2608000","2603000","2599000","2601000","2609000","2624000","2645000","2666000","2682000","2691000","2697000","2701000","2706000","2712000","2716000","2722000","2730000","2738000","2745000","2750000","2754000","2759000","2762000","2763000","2758000","2752000","2744000","2735000","2724000"
Afghanistan,"AFG","Male population 15-19","SP.POP.1519.MA","476199","480029","484471","489787","496538","505231","511972","520898","532075","545604","561586","576235","593471","612337","631643","650678","665318","679101","690412","697547","699975","688911","673533","656629","641358","630051","620991","617908","623115","639354","667600","712615","772097","838056","900747","954523","991268","1017743","1040845","1069078","1107480","1163124","1225720","1289049","1345947","1392847","1417799","1440579","1468690","1510957","1572268","1658567","1756825","1859949","1958217","2045392","2119758","2186000","2247000","2306000","2366000","2416000","2467000","2517000","2558000","2586000","2598000","2597000","2589000","2585000","2590000","2596000","2611000","2633000","2654000","2671000","2680000","2685000","2690000","2695000","2703000","2707000","2713000","2720000","2729000","2737000","2742000","2747000","2751000","2755000","2757000"
Afghanistan,"AFG","Male population 20-24","SP.POP.2024.MA","415993","421626","428427","435881","443367","450665","455269","459781","464820","471387","480138","488513","498740","510347","522846","535973","548008","560197","570817","577915","580644","573147","560593","545379","530598","518581","509391","505404","508291","519818","540418","576243","623250","675649","726598","772077","803787","827468","848002","871641","902427","953241","1012993","1077036","1138656","1192844","1215210","1229336","1240177","1254884","1279184","1335001","1401972","1478276","1560503","1644986","1717244","1789000","1861000","1933000","2004000","2072000","2138000","2202000","2264000","2322000","2380000","2434000","2482000","2520000","2545000","2559000","2560000","2552000","2547000","2549000","2559000","2577000","2598000","2618000","2633000","2645000","2653000","2657000","2661000","2666000","2674000","2682000","2690000","2697000","2703000"
Afghanistan,"AFG","Male population 25-29","SP.POP.2529.MA","361206","364826","369726","375631","382240","389372","395286","401984","409206","416629","424048","429828","435583","441352","447430","453998","459952","466420","472265","476173","477463","473068","465279","455284","444902","435626","426648","420984","420273","426429","440052","467830","505522","547870","588784","624847","649884","667675","682522","700097","723887","763041","811938","867178","923531","977163","1008859","1033038","1051884","1069143","1087843","1125728","1171124","1223227","1280167","1340271","1391411","1441000","1491000","1545000","1605000","1671000","1742000","1817000","1891000","1962000","2033000","2101000","2164000","2224000","2281000","2338000","2393000","2442000","2480000","2504000","2520000","2522000","2515000","2510000","2511000","2523000","2542000","2564000","2583000","2597000","2611000","2620000","2625000","2629000","2633000"
Afghanistan,"AFG","Male population 30-34","SP.POP.3034.MA","319278","322017","324632","327452","331014","335592","339309","344037","349766","356449","363919","370521","378031","385759","392811","398595","401281","403193","403959","403249","400947","394321","386349","378210","371238","366149","359991","356443","356648","361924","372509","391914","419327","450818","481852","509716","529163","543299","555426","569640","588290","615145","648743","686987","727225","767907","798812","826928","853471","880061","907510","943228","983849","1027816","1072878","1117834","1157757","1195000","1231000","1270000","1312000","1357000","1406000","1459000","1516000","1577000","1644000","1716000","1789000","1863000","1934000","2004000","2071000","2135000","2196000","2254000","2311000","2366000","2415000","2454000","2479000","2495000","2497000","2491000","2486000","2489000","2500000","2519000","2541000","2562000","2577000"
Afghanistan,"AFG","Male population 35-39","SP.POP.3539.MA","267926","272027","277055","282579","287992","292941","295897","298536","301353","305061","309996","314501","320026","326174","332432","338406","341564","344715","346866","346804","344046","335094","324592","314293","306054","300880","296801","295519","297863","304678","315923","331736","353611","378298","402067","422867","437667","447765","456127","466453","480878","499742","524215","552289","581232","609430","632469","652875","672614","694631","720731","752578","790681","832927","875913","917376","955918","992000","1025000","1059000","1095000","1130000","1167000","1206000","1247000","1290000","1337000","1386000","1438000","1494000","1556000","1622000","1692000","1766000","1840000","1912000","1981000","2048000","2112000","2174000","2233000","2290000","2345000","2395000","2434000","2461000","2476000","2478000","2473000","2469000","2473000"
Afghanistan,"AFG","Male population 40-44","SP.POP.4044.MA","222664","225403","228647","232386","236682","241554","245790","250688","255968","261253","266312","270023","273507","276840","280287","283971","285274","286552","287195","286437","283970","275517","265982","256340","247691","240934","237686","236593","238609","244777","255319","270891","290998","312770","332922","349800","362162","370645","377594","385946","397416","410872","428056","447542","467436","486681","503966","520073","536093","553756","574289","596697","623052","652806","684893","718422","753001","788000","823000","859000","895000","929000","965000","1001000","1037000","1073000","1109000","1146000","1185000","1225000","1268000","1314000","1362000","1414000","1471000","1532000","1598000","1669000","1742000","1816000","1888000","1957000","2024000","2088000","2150000","2210000","2266000","2321000","2371000","2412000","2439000"
Afghanistan,"AFG","Male population 45-49","SP.POP.4549.MA","183209","185215","187587","190325","193436","196905","199710","202831","206416","210666","215616","220229","225519","230974","235900","239863","241144","241108","239597","236666","232548","223023","212343","201582","191713","183337","180543","179870","181804","186890","195264","210806","229620","249465","267786","283199","293537","300926","307240","314758","324787","336551","350917","366403","381334","394914","406157","416552","427406","440305","456157","473479","493970","516683","540348","564253","588247","612000","637000","664000","695000","725000","760000","796000","833000","870000","905000","940000","975000","1010000","1047000","1082000","1118000","1156000","1196000","1240000","1284000","1332000","1383000","1440000","1502000","1566000","1636000","1709000","1782000","1855000","1922000","1988000","2052000","2114000","2175000"
Afghanistan,"AFG","Male population 50-54","SP.POP.5054.MA","147827","148755","150480","152750","155275","157908","160022","162364","164992","168022","171504","174679","178195","181930","185798","189706","192629","195349","197053","196799","194212","186673","176322","164351","152297","141176","136084","133139","132617","134778","139602","153273","170341","189048","206976","222496","231453","237633","242674","248702","256985","266937","279595","293686","307455","319756","328714","336015","342831","350866","361332","373364","388585","406174","424809","443512","460964","478000","496000","515000","536000","557000","580000","606000","634000","664000","695000","728000","763000","799000","835000","868000","902000","936000","971000","1007000","1041000","1076000","1113000","1153000","1197000","1240000","1286000","1337000","1392000","1453000","1516000","1584000","1655000","1728000","1799000"
Afghanistan,"AFG","Male population 55-59","SP.POP.5559.MA","122326","122132","121895","121836","122279","123374","124409","126046","128167","130626","133322","135597","138151","140874","143659","146408","148100","149626","150726","151051","150353","147281","142524","136263","128781","120306","114333","108723","104198","101651","101426","109886","121777","135736","150022","163468","170961","177064","182622","188749","196168","203999","213617","224392","235386","245939","254617","262371","269662","277293","285924","293858","303722","315309","328108","341666","354586","368000","381000","396000","411000","426000","442000","460000","480000","501000","521000","543000","567000","593000","622000","651000","683000","717000","751000","785000","817000","849000","882000","916000","950000","983000","1016000","1052000","1091000","1133000","1174000","1218000","1266000","1320000","1380000"
Afghanistan,"AFG","Male population 60-64","SP.POP.6064.MA","93072","93356","94105","95114","96074","96826","96898","96858","97000","97670","98990","100279","102051","104135","106291","108353","109483","110340","110762","110568","109696","107604","104592","101077","97345","93367","90922","88788","87138","86069","85436","89264","95027","102202","110272","118826","122412","125425","128586","132749","138401","144978","153121","162012","170738","178891","185458","191598","197905","205040","213318","220527","228979","238241","247768","257325","266213","275000","284000","294000","306000","316000","328000","341000","356000","371000","385000","400000","416000","434000","453000","472000","492000","514000","538000","566000","592000","621000","652000","684000","716000","745000","774000","805000","837000","870000","899000","930000","964000","1000000","1040000"
Afghanistan,"AFG","Male population 65-69","SP.POP.6569.MA","67295","67324","67164","66987","67016","67367","68038","68901","69820","70635","71311","71879","72304","72716","73289","74106","74927","75613","75917","75590","74586","73211","70877","67931","64801","61769","61197","61083","61512","62478","63817","67394","72568","78689","84857","90538","91972","91957","91555","92023","94054","97059","101762","107678","114075","120410","125349","129763","134052","138860","144710","150381","157326","165197","173375","181416","188446","195000","202000","209000","217000","224000","232000","240000","250000","260000","270000","280000","292000","304000","317000","329000","342000","356000","372000","389000","405000","423000","442000","464000","488000","511000","537000","564000","592000","621000","646000","672000","699000","728000","758000"
Afghanistan,"AFG","Male population 70-74","SP.POP.7074.MA","40753","41513","42159","42651","42902","42894","43278","43387","43418","43566","43890","44818","45757","46596","47172","47423","47888","47874","47438","46636","45499","44956","43663","41719","39310","36590","36241","35982","35991","36487","37529","40560","44654","49345","54054","58513","60896","62460","63519","64417","65386","65978","66905","68324","70376","73104","76162","79187","82277","85603","89352","92749","96711","101252","106276","111696","117207","123000","128000","134000","140000","145000","150000","156000","162000","169000","175000","181000","188000","195000","204000","212000","220000","229000","239000","250000","260000","270000","281000","294000","308000","322000","336000","351000","369000","389000","408000","429000","451000","474000","497000"
Afghanistan,"AFG","Male population 75-79","SP.POP.7579.MA","19684","20495","21032","21296","21319","21149","22049","22722","23109","23164","22930","23636","24044","24214","24222","24120","24934","25488","25644","25237","24226","24137","23374","22139","20559","18598","18630","18523","18406","18384","18458","20120","22187","24538","27059","29700","31631","33117","34282","35321","36399","37844","39344","40681","41592","42082","43331","44119","44829","45879","47457","49485","51737","54121","56515","58924","62217","65000","68000","71000","74000","79000","83000","87000","91000","94000","99000","103000","107000","111000","115000","120000","124000","129000","134000","140000","146000","152000","159000","165000","172000","180000","188000","196000","205000","214000","225000","235000","246000","258000","272000"
Afghanistan,"AFG","Male population 80+","SP.POP.80UP.MA","8297","9284","10008","10361","10237","9516","10548","11279","11621","11497","10797","11968","12848","13280","13125","12278","13412","14060","14063","13308","11710","12735","13166","12796","11486","9107","9709","10101","10225","9995","9276","10339","11599","12967","14310","15550","17295","18463","19109","19395","19350","21288","23003","24275","24879","24652","26980","28729","29757","30037","29588","31708","33375","34473","34898","34503","37565","40000","42000","43000","43000","47000","50000","52000","54000","54000","60000","64000","67000","69000","70000","76000","81000","85000","87000","87000","94000","100000","104000","107000","107000","116000","124000","129000","132000","133000","145000","154000","161000","165000","167000"
Afghanistan,"AFG","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","551.121","545.51","539.898","534.645","529.392","524.139","518.885","513.632","508.258","502.885","497.511","492.137","486.763","480.736","474.709","468.683","462.656","456.629","449.341","442.054","434.766","427.478","420.191","410.706","401.221","391.735","382.25","372.765","364.512","356.259","348.006","339.753","331.5","326.244","320.988","315.732","310.476","305.22","301.53","297.841","294.151","290.462","286.773","282.4","278.027","273.654","269.281","264.908","261.025","257.142","253.259","249.377","245.494","241.8","238.105","234.411","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"AFG","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","604.597","598.907","593.218","587.751","582.284","576.817","571.35","565.884","560.334","554.785","549.236","543.687","538.138","531.889","525.64","519.392","513.143","506.894","499.247","491.599","483.951","476.304","468.656","459.361","450.065","440.77","431.474","422.179","413.481","404.784","396.086","387.388","378.69","373.408","368.125","362.842","357.559","352.277","348.11","343.943","339.776","335.61","331.443","326.827","322.21","317.594","312.978","308.362","304.469","300.576","296.684","292.791","288.899","285.084","281.27","277.455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"AFG","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","","240.5","236.3","232.3","228.5","224.6","220.7","217","213.3","209.8","206.1","202.2","198.2","194.3","190.3","186.6","182.6","178.7","174.5","170.4","166.1","161.8","157.5","153.2","148.7","144.5","140.2","135.7","131.3","126.8","122.5","118.3","114.4","110.9","107.7","105","102.7","100.7","98.9","97.2","95.4","93.4","91.2","89","86.7","84.4","82.3","80.4","78.6","76.8","75.1","73.4","71.7","69.9","68.1","66.3","","63.5416929234939","","","","","57.0507274062375","","","","","51.4701055634409","","","","","46.6735318404022","","","","","42.7619812119856","","","","","38.8442688809985","","","","","35.400703791767","","",""
Afghanistan,"AFG","Mortality rate, infant, female (per 1,000 live births)","SP.DYN.IMRT.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115.8","","","","","","","","","","89.7","","","","","","","","","","70.7","","","","","62.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"AFG","Mortality rate, infant, male (per 1,000 live births)","SP.DYN.IMRT.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128.8","","","","","","","","","","100.8","","","","","","","","","","79.3","","","","","70.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"AFG","Mortality rate, neonatal (per 1,000 live births)","SH.DYN.NMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.8","51.9","50.9","49.9","49.1","48.2","47.5","47","46.1","45.6","45.2","44.5","43.9","43.2","42.5","41.7","41","40.4","39.8","39.1","38.7","38.1","37.4","36.8","36.1","35.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"AFG","Mortality rate, under-5 (per 1,000)","SH.DYN.MORT","","356.5","350.6","345","339.7","334.1","328.7","323.3","318.1","313","307.8","302.1","296.4","290.8","284.9","279.4","273.6","267.8","261.6","255.5","249.1","242.7","236.2","229.7","222.9","216","209.2","202.1","195","187.8","181","174.2","167.8","162","156.8","152.3","148.6","145.5","142.6","139.9","137","133.8","130.3","126.8","123.2","119.6","116.3","113.2","110.4","107.6","105","102.3","99.5","96.7","93.9","91.1","","86.4815816522871","","","","","76.2603383939754","","","","","67.502537372265","","","","","60.0160590738859","","","","","54.0796176246846","","","","","48.4847656926913","","","","","43.6502918191993","","",""
Afghanistan,"AFG","Mortality rate, under-5, female (per 1,000)","SH.DYN.MORT.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176.2","","","","","","","","","","132.7","","","","","","","","","","101.4","","","","","87.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"AFG","Mortality rate, under-5, male (per 1,000)","SH.DYN.MORT.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185.5","","","","","","","","","","141.1","","","","","","","","","","108.4","","","","","94.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"AFG","Net migration","SM.POP.NETM","","","-20000","","","","","-20000","","","","","-20000","","","","","-1117459","","","","","-3418299","","","","","-1484185","","","","","2227474","","","","","-379474","","","","","804120","","","","","-677497","","","","","473007","","","","","-199996","","","","","-271105","","","","","-271105","","","","","-271105","","","","","-271105","","","","","-271105","","","","","-271105","","",""
Afghanistan,"AFG","Number of infant deaths","SH.DTH.IMRT","","105341","105126","104854","104843","105152","105347","105963","106847","108069","109306","109988","110620","111152","111268","111091","111469","111514","110404","107822","103353","99129","93713","88008","82900","79366","73693","69417","67009","66693","68718","69482","72376","76190","79446","81513","84495","86193","87162","88136","89393","89702","90059","90292","89873","88704","88007","86945","85513","83723","81775","78764","75586","72378","69579","67399","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"AFG","Number of neonatal deaths","SH.DTH.NMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29658","30537","32270","34361","36312","37519","39190","40349","40746","41471","42488","42876","43497","43979","44213","43987","44007","43856","43469","42791","42311","41052","39588","38263","37038","36242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"AFG","Number of under-five deaths","SH.DTH.MORT","","157255","157451","157229","157281","157810","158672","159520","160602","162020","163727","165096","166129","166828","166790","166377","166872","166717","164931","161024","154310","148246","140269","131643","123728","117929","110253","103791","99489","98111","100437","101417","104899","109625","113758","116169","119647","121777","122891","124044","125616","126356","126889","127140","126497","124798","123720","121973","119855","117253","114576","110628","106217","101766","97692","94261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Afghanistan,"AFG","Population ages 00-04, female (% of female population)","SP.POP.0004.FE.5Y","17.4526590994872","17.8639346062217","17.9915023963666","17.9391558402698","17.8670144077236","17.900635127229","18.0216330718404","18.0827481745971","18.1240951328206","18.1673048152559","18.2481013439072","18.3990238556273","18.4611252956267","18.4698494820069","18.4547386658069","18.4323814041485","18.5844886740548","18.7058603072331","18.7882504942135","18.7910516482234","18.6696537389506","18.8645188431552","18.9645127259339","18.988314775778","19.0334592518358","19.2636441212742","19.2655450298511","19.1092351430784","18.9441331611331","18.9679533930359","19.384853532835","19.3776889823547","19.3944826771155","19.4853350877122","19.576477904631","19.5500168107114","19.7536144049198","19.9419349190564","20.0600544306043","20.1139338816398","20.1546287477357","20.126382757313","19.9681774678205","19.7344416784226","19.4672499487185","19.1867831469815","19.051209489318","18.8733003597302","18.6474386986529","18.3561391804117","18.0009539099938","17.5573154707495","16.9951087989529","16.3798038431014","15.8001733645611","15.3099456619237","14.8270543327474","14.5122007435605","14.3055591155299","14.1137146471567","13.8799909258593","13.7525292011546","13.496769448888","13.1600073261815","12.8223084717164","12.5403925890388","12.2776225703703","12.0500188736407","11.853385634726","11.664996984661","11.4733177230267","11.3132120386749","11.1329351023025","10.9380805721941","10.7400365743224","10.5481792648057","10.3802886208225","10.1939539619331","9.99763543547853","9.79991326824886","9.60852921737124","9.42879008485899","9.24949840490885","9.07200915319298","8.89628491407698","8.72364542442469","8.56882422423936","8.40891852373111","8.24735256610283","8.08913442254144","7.93889822900121"
Afghanistan,"AFG","Population ages 00-04, male (% of male population)","SP.POP.0004.MA.5Y","16.7689274585335","17.0611128308442","17.224082733996","17.3162381378167","17.3992001448824","17.532672027878","17.7474585864554","17.8690373973174","17.9409907874114","18.0101910800437","18.1272732207328","18.3167470156402","18.4159510187311","18.4616086114067","18.4814438782678","18.4931049709076","18.6674027721393","18.8044718731438","18.8981426739865","18.9110020070728","18.8019976129341","19.003405515018","19.1040391957485","19.125298312022","19.1621917783903","19.3697950713639","19.3478290979211","19.1708326510569","18.9819617218708","18.983661096374","19.3948575317719","19.3562733119804","19.3306532828029","19.3785304386882","19.4199690529001","19.3203939628966","19.4733005879596","19.6306108864324","19.7256013596367","19.7703402333686","19.8328947107767","19.8198097714766","19.6939212552739","19.505347736152","19.2746646335391","18.9979000225581","18.8980148593079","18.7294766836696","18.4929185613136","18.192040734657","17.8477136769849","17.3540573202682","16.7796612053929","16.1786158789699","15.6175526047699","15.1337832121039","14.69732070416","14.4005291196903","14.1927481184212","13.9967658535059","13.7663547227528","13.6340640963595","13.3869195172214","13.0680346860735","12.7488019544355","12.4798697376318","12.2276266112842","12.0093872817551","11.8205835234038","11.6397096223401","11.4554654050092","11.3009837102425","11.1279987762351","10.9414096580214","10.7513459277823","10.5660260914618","10.4029144617425","10.2221809856714","10.0318558948249","9.84024397075532","9.65445300153249","9.47830656903094","9.30479980348957","9.13432328276161","8.96551219316889","8.79847004647566","8.64844017232943","8.4932650110721","8.3362622435722","8.18264260797707","8.03693979927775"
